Date,ppt (inches),tmin (degrees F),tmean (degrees F),tmax (degrees F),tdmean (degrees F),vpdmin (hPa),vpdmax (hPa)
8/11/22,0.03,72.7,83.6,94.4,72.8,0.69,30.37
8/12/22,0,73.6,84.4,95.2,72,0.81,32.42
8/13/22,0.02,74.4,84.4,94.3,72.5,1.42,29.79
8/14/22,0,73.7,84.9,96,71,1.02,34.56
8/15/22,0,72.7,83.9,95.1,72.6,0.82,29.6
8/16/22,0,73.1,86.4,99.6,69.7,1.28,43.96
8/17/22,0,73.8,86.9,100.1,69.1,1.65,46.34
8/18/22,0.12,72.7,87.7,102.6,71.6,0.5,50.29
8/19/22,1.91,71.9,81.8,91.6,72.4,0.17,25.57
8/20/22,0.13,72.4,79.2,86.1,73,0.15,14.54
8/21/22,0.11,73.3,80.5,87.8,74.8,0.26,14.87
8/22/22,1.09,74.6,83.7,92.7,74.9,0.52,25.87
8/23/22,1.14,73.9,77,80.2,75.2,0.33,2.39
8/24/22,0.13,74.6,80.9,87.1,74.5,0.64,15.44
8/25/22,0.03,72.2,77.7,83.3,73.1,0.31,11.65
8/26/22,0,73.1,79.3,85.5,73.6,0.49,13.66
8/27/22,0,72.6,81.7,90.8,73.8,0.24,21.9
8/28/22,0.03,73.5,83.4,93.2,74.4,0.41,26.27
8/29/22,0.06,74,83.4,92.9,74.4,0.44,24.61
8/30/22,0.22,74.7,81.1,87.6,74.7,0.76,15.89
8/31/22,0.23,71.2,76.7,82.2,73.8,0.28,9.12
9/1/22,0.07,72.1,82.3,92.4,74,0.51,24.61
9/2/22,0.33,71.5,81.9,92.3,73,0.37,23.75
9/3/22,0.08,71.9,79.6,87.3,73.2,0.48,14.68
9/4/22,0,70.1,79.5,88.9,72.1,0.42,18.62
9/5/22,0,70.1,78.3,86.5,72.8,0.42,13.22
9/6/22,0.03,70.6,81.1,91.7,71.1,0.63,28
9/7/22,0.04,71,81.4,91.7,71.3,0.58,26.5
9/8/22,0.27,68.8,79.2,89.5,71.1,0.44,21.58
9/9/22,0,64.9,76.6,88.2,66.3,0.47,26.31
9/10/22,0,63.1,75.1,87.2,62.7,0.57,27.43
9/11/22,0,63.5,76.1,88.7,65.9,0.53,27.1
9/12/22,0,66.3,77.7,89,66.7,0.84,24.73
9/13/22,0,57.7,71.5,85.3,60,0.4,25.29
9/14/22,0,56.2,71.7,87.1,55.8,0.6,31.07
9/15/22,0,56.2,71.3,86.5,57,0.46,28.81
9/16/22,0,56.5,72.6,88.8,60.2,0.35,30.44
9/17/22,0.05,62.6,75.9,89.1,68.3,0.17,24.48
9/18/22,0.03,68.6,79.6,90.5,71.6,0.43,22.31
9/19/22,0,69,81.5,93.9,70.7,0.49,32.3
9/20/22,0,69.2,81.6,94,70.4,0.59,31.79
9/21/22,0,68,81.9,95.9,69.4,0.54,36.73
9/22/22,0,67,81.8,96.6,67.9,0.66,38.8
9/23/22,0,67.2,82.4,97.5,65.4,0.88,43.37
9/24/22,0,68.2,81.9,95.6,66.2,0.96,37.31
9/25/22,0,64.8,80.3,95.7,65.9,0.64,40.22
9/26/22,0,64.9,80.6,96.4,63.7,0.95,43.09
9/27/22,0,50.1,68.1,86.1,48.2,0.95,32.25
9/28/22,0,49.8,68.4,87,46.8,0.65,35.23
9/29/22,0,51.6,69.7,87.9,48,0.62,35.64
9/30/22,0,46,63.3,80.5,43.4,0.68,25.95
10/1/22,0,45.6,63,80.3,43.7,0.7,27.26
10/2/22,0,45.3,64,82.7,44.1,0.53,30.17
10/3/22,0,45.3,64.7,84,45.5,0.5,31.64
10/4/22,0,47.9,67.4,86.9,48.7,0.52,33.52
10/5/22,0,50.1,67.8,85.5,48.5,0.8,32.5
10/6/22,0,50.5,68.4,86.2,50.5,0.86,32.03
10/7/22,0,50.3,69.8,89.3,52.2,0.75,36.05
10/8/22,0,56.5,71.4,86.3,53.7,1.39,31.23
10/9/22,0,54.1,69.6,85,53.4,0.88,28.33
10/10/22,0,53.4,69.4,85.4,52.6,0.63,29.35
10/11/22,0,53.4,69.7,86,53.6,0.5,29.69
10/12/22,0,54.4,69.7,85,55.7,0.62,28.98
10/13/22,0.06,68.2,80.3,92.4,65.9,0.95,31.57
10/14/22,0,47.6,66.8,86,46.2,0.99,33.78
10/15/22,0,47.3,67.5,87.6,46.7,1.02,36.87
10/16/22,0,58.7,75.1,91.5,62.7,0.44,34.15
10/17/22,0.6,65.3,74.8,84.4,65.9,0.6,20.43
10/18/22,0,45.2,59.4,73.7,40.5,2.3,19.6
10/19/22,0,32,48,64.1,25.8,0.86,16.7
10/20/22,0,31.4,47.8,64.3,28.5,0.41,17.05
10/21/22,0,38.9,60.3,81.8,45.4,0.57,27.44
10/22/22,0,50.3,68.1,85.8,54.6,0.41,29.12
10/23/22,0,57.7,71.3,85,59.1,0.85,26.17
10/24/22,0,63.3,74.2,85.1,63.3,0.91,24.71
10/25/22,0.57,58.3,69,79.7,64,1.04,13.14
10/26/22,0,39.9,54,68,42.9,0.24,14.48
10/27/22,0,39.6,56.4,73.1,40.9,0.19,20.67
10/28/22,0.1,40.8,57.7,74.6,47.4,0.2,19.74
10/29/22,1.17,57.5,60.6,63.6,57.9,0.48,3.96
10/30/22,0.04,54.5,58.5,62.6,57.5,0.24,2.08
10/31/22,0,49.8,61.1,72.5,54.3,0.14,12.78
11/1/22,0.02,48.8,61.6,74.3,54.8,0.01,13.76
11/2/22,0,51.1,58.1,65.2,56.1,0.07,4.48
11/3/22,0,50.8,63.8,76.8,58.5,0.1,15.1
11/4/22,0,63.7,72.8,81.8,66.9,0.93,13.72
11/5/22,0.25,52.8,68,83.2,63.8,0.4,12.43
11/6/22,0.02,48.5,58.7,69,48.8,0.33,13.5
11/7/22,0.05,50.2,65.7,81.2,67.3,0,10.86
11/8/22,0,66.2,74.9,83.5,68.3,0.27,15.9
11/9/22,0,66.9,75.3,83.7,67.5,0.47,16.6
11/10/22,0,62.7,72.4,82,65.4,0.35,15.55
11/11/22,0,56.9,68.3,79.8,59.8,0.21,17.44
11/12/22,1.02,41.4,55.8,70.3,51.6,0.37,3.76
11/13/22,0,28.5,40.7,53,30.2,0.29,8.59
11/14/22,0,28.3,40.6,52.9,30.8,0.26,8.41
11/15/22,0.55,41.1,44.6,48,40.2,0.35,3.89
11/16/22,0,36.2,40.9,45.6,35.7,0.54,3.18
11/17/22,0,35.9,44.1,52.4,34.5,0.4,7.54
11/18/22,0,29.8,43.2,56.6,31.3,0.05,10.54
11/19/22,0.01,29.8,44.4,59.1,34.8,0.12,11.6
11/20/22,0,30.3,37.4,44.5,32.9,0.28,3.37
11/21/22,0.02,29.3,41,52.7,30.6,0.24,9.2
11/22/22,0.06,42.7,45.4,48.1,39.4,0.37,4.84
11/23/22,0,45,53.3,61.5,42.2,0.66,10.59
11/24/22,0.1,47.6,57.7,67.8,47.4,0.74,13.53
11/25/22,1.1,57.3,62.1,67,59.3,0.35,1.93
11/26/22,0.12,56.1,57.8,59.5,55.4,0.42,2.41
11/27/22,0.56,40.9,51.5,62.2,48.6,0.18,5.09
11/28/22,0,39.9,53.2,66.5,45.1,0.22,11.18
11/29/22,0,38.2,54.7,71.1,49.6,0.14,15.22
11/30/22,0.03,43.7,62.5,81.3,61.5,0.16,11.57
12/1/22,0,36.2,46.8,57.3,28.3,1.96,11.54
12/2/22,0,36.2,47.7,59.2,31.6,1.92,12.42
12/3/22,0,52.8,63.2,73.6,62.7,0.48,6.74
12/4/22,0,53,64.1,75.1,55.2,0.41,10.97
12/5/22,0,53,60.3,67.6,55.1,0.08,7.84
12/6/22,0,62.5,69.5,76.6,65.6,0.25,9.48
12/7/22,0,67.3,72.3,77.4,67.8,0.3,9.12
12/8/22,0,66.1,73.4,80.6,66.3,0.48,14.61
12/9/22,0,65.1,72.6,80,66,0.55,13.52
12/10/22,0,64.5,72,79.6,65,0.7,13.93
12/11/22,1.69,61.4,69.3,77.3,63.6,0.31,12.02
12/12/22,0.01,57.6,60.5,63.5,59.3,0.24,1.46
12/13/22,0,56.8,61,65.1,58.9,0.23,2.57
12/14/22,0.42,56.7,66.1,75.6,61.6,0.37,5.98
12/15/22,0.01,33.8,48,62.3,39.8,0.39,10.17
12/16/22,0,32.9,45.5,58.1,32.2,0.22,11.35
12/17/22,0.05,32.9,42.2,51.6,35.4,0.14,6.7
12/18/22,0,27,40.7,54.3,25.5,0.35,10.75
12/19/22,0.04,26.3,40.1,54,26.5,0.32,9.92
12/20/22,2.41,39.4,42.1,44.9,39.5,0.21,3.7
12/21/22,0,32.2,39.2,46.2,39.4,0,1.21
12/22/22,0,31.6,40.7,49.8,39.2,0.05,3.8
12/23/22,0,10.5,29.5,48.6,20,0.18,1.71
12/24/22,0,10.6,18.4,26.2,0.7,1.04,3.32
12/25/22,0,18.6,28.7,38.8,8.6,0.55,6.33
12/26/22,0,19.5,32.9,46.4,14.3,0.45,8.64
12/27/22,0,25.1,40.4,55.7,22.9,0.68,11.47
12/28/22,0,26.3,38.4,50.4,25.9,0.38,7.69
12/29/22,0,31.7,52.5,73.3,55.1,0.15,12.84
12/30/22,3.43,59.6,68.6,77.5,62.7,0.24,13.14
12/31/22,0,53,58.8,64.7,56.5,0.12,4.3
1/1/23,0,51,61.4,71.8,53.2,0.04,13.84
1/2/23,0,58.5,66.3,74.1,64.8,0.26,8.01
1/3/23,1.22,61.8,68.7,75.7,69,0.56,5.67
1/4/23,0,42.9,57.8,72.6,48.2,0.28,17.97
1/5/23,0,36.7,51.3,66,39.3,0.18,14.21
1/6/23,0,36.2,50.7,65.1,36.8,0.23,14.69
1/7/23,0,37.2,55.9,74.6,51.8,0.12,15.1
1/8/23,0.36,50.7,62.3,74,58,0.27,7.95
1/9/23,0,36.8,51.3,65.8,41.6,0.16,13.01
1/10/23,0,37.3,51.1,64.8,44.9,0.03,10.83
1/11/23,0,50.7,62,73.2,58.3,0.04,10.56
1/12/23,0.17,60.5,68.9,77.3,61.1,0.9,13.77
1/13/23,0,37.4,48.3,59.1,34.2,1.85,9.62
1/14/23,0,29.8,44.3,58.9,27.1,0.29,13.15
1/15/23,0,29.9,44.3,58.7,34.2,0.2,10.92
1/16/23,0,43.3,56.4,69.6,53.2,0.53,10.83
1/17/23,0,57.1,65.5,74,60.7,0.11,10.11
1/18/23,0,61.6,67.7,73.8,62.6,0.26,9.34
1/19/23,0.46,42.3,57.9,73.5,53.2,0.18,8.44
1/20/23,0,36.5,49.8,63.1,35.5,0.28,13.42
1/21/23,0.03,38.6,45.7,52.8,38.7,0.61,7.18
1/22/23,0.04,45.1,47.7,50.4,46,0.18,2.36
1/23/23,0,29.7,42.5,55.3,33.8,0.19,8.6
1/24/23,0.08,29.4,42.7,56,34.3,0.15,9.13
1/25/23,2.6,38.9,43.9,49,41.9,0.23,1.82
1/26/23,0,30.3,37.3,44.3,34.1,0.14,3.16
1/27/23,0,28.4,40.9,53.3,30.6,0.09,8.68
1/28/23,0,27.9,42.8,57.8,35,0.15,11.01
1/29/23,0.47,49.6,57.9,66.3,58.6,0.39,2.9
1/30/23,0.7,39,53,67,53.4,0.09,1.46
1/31/23,0.15,34.7,37.3,39.9,36.2,0,0.37
2/1/23,0.5,34.3,37.3,40.3,35.1,0.17,0.67
2/2/23,1.25,34,35.7,37.4,34.6,0.15,0.64
2/3/23,0.72,35.5,38.2,40.9,37.2,0.15,0.66
2/4/23,0,30.4,43.4,56.4,35,0.08,8.69
2/5/23,0,29.9,45.4,61,35.8,0.11,11.69
2/6/23,0,40.5,55.4,70.3,50,0.09,12.27
2/7/23,0,51.6,62,72.3,54.7,0.08,12.33
2/8/23,0,56.5,63.7,70.8,60.4,1.01,7.39
2/9/23,0.06,36.7,56.4,76,50.4,0.12,11.55
2/10/23,0,36.4,52.8,69.2,41.8,0.11,16.11
2/11/23,0,39.9,45.8,51.7,38,0.89,3.83
2/12/23,0.01,32,40.3,48.7,37.2,0.11,3.52
2/13/23,0,31.5,47.8,64.1,37.2,0.1,13.22
2/14/23,0,37.9,53.5,69.1,45.1,0.41,15.84
2/15/23,0.14,51.8,64.5,77.2,53.8,0.18,20.2
2/16/23,0.21,60,68.2,76.5,65.1,0.59,9.47
2/17/23,0,32.4,45,57.5,31.6,1.99,7.39
2/18/23,0,27,38.5,49.9,24.8,0.28,8
2/19/23,0,26.8,40.2,53.7,30,0.2,9.38
2/20/23,0,42.3,56.7,71,51.5,0.93,13.55
2/21/23,0,64.1,73,81.8,62.9,1.35,19.18
2/22/23,0,64.6,73.9,83.3,63.7,0.98,19.31
2/23/23,0.06,67.2,74,80.7,65.9,1.19,14.13
2/24/23,0.01,63.2,71.5,79.7,58.3,2.02,15.69
2/25/23,0,56.1,66.3,76.6,55.1,1.9,11.2
2/26/23,0,55.6,64,72.4,55.4,0.86,9.5
2/27/23,0.02,59.6,70.8,82.1,61.8,0.91,19.56
2/28/23,0,43.5,60.5,77.4,40.3,0.47,25.83
3/1/23,0,42.7,63.6,84.4,56.4,0.26,29.12
3/2/23,0,67.4,75.2,83,67.6,0.6,16.51
3/3/23,0.86,55.3,67.6,79.9,64.9,0.46,11.9
3/4/23,0,41.4,53.1,64.7,44.3,0.18,11.11
3/5/23,0,41.5,58.1,74.7,46.1,0.1,19.41
3/6/23,0,44.7,61.9,79,47.8,0.16,24.79
3/7/23,0,55.5,66.5,77.5,62.4,0.18,12.14
3/8/23,0,64.6,72.8,81,66.6,0.17,14.36
3/9/23,0,62.4,72.5,82.6,62.9,0.61,19.75
3/10/23,0.84,59.3,70.5,81.7,62.3,0.43,18.71
3/11/23,0.06,56.8,58.9,61,56.4,0.4,2.63
3/12/23,0,58.7,70,81.2,64.7,0.18,14.97
3/13/23,0,46.4,58.3,70.2,52.2,0.71,5.59
3/14/23,0,44.1,54.9,65.6,38.1,1.86,13.92
3/15/23,0.02,39.1,48.2,57.3,38.7,0.15,8.53
3/16/23,0,39.1,53.5,67.9,41.4,0.31,15.5
3/17/23,1.45,43.9,56.3,68.7,57.4,0.39,4.7
3/18/23,0.06,41.7,48.4,55.2,30.8,1.03,9.97
3/19/23,0,30.2,42.6,55,27.2,0.83,10.13
3/20/23,0,28.4,40.9,53.4,23.2,0.25,10.66
3/21/23,0,29.6,42.5,55.5,29.2,0.44,10.77
3/22/23,0.01,51.4,61,70.6,58.6,1.16,8.67
3/23/23,0,67,74,81,65.1,1.21,15.85
3/24/23,0,68.5,76,83.6,66.6,0.97,19.51
3/25/23,0.03,50.8,65,79.2,63.5,0.08,9.96
3/26/23,0.02,47.5,63.8,80.1,43.2,0.32,28.53
3/27/23,0.18,47.3,60.5,73.7,53.2,0.15,17.43
3/28/23,0,52.4,65.4,78.5,53.4,0.64,18.57
3/29/23,0.07,50.6,61.2,71.8,41.6,1.92,19.56
3/30/23,0.13,50.2,58.4,66.5,48.8,0.75,10.33
3/31/23,0.02,55.7,64.4,73,62.6,2.06,7.49
4/1/23,0.02,54.5,68.9,83.4,64.3,0.09,17.45
4/2/23,0,52.6,66.4,80.2,45.8,0.22,27.47
4/3/23,0,54.9,67.3,79.8,61.1,0.98,19.38
4/4/23,0,71.8,79.5,87.3,69.3,2.75,19.99
4/5/23,0,72.8,77.3,81.9,69.6,3.12,12.54
4/6/23,2.15,53.5,65.2,76.9,57.7,0.41,7.89
4/7/23,2.16,49.6,52.5,55.5,51,0.21,1.23
4/8/23,0.12,49.9,51.6,53.2,50.6,0.29,1.19
4/9/23,0,52.3,60.9,69.5,56.6,0.47,7.54
4/10/23,0,58.4,62.7,66.9,56.7,1.39,6.28
4/11/23,0,49.4,59.1,68.8,53.8,0.1,9.41
4/12/23,0,49.5,61.6,73.6,52,0.16,15.49
4/13/23,0.06,50.5,62.1,73.7,54.7,0.28,15.06
4/14/23,0,51.7,62.5,73.3,53.4,0.27,14.45
4/15/23,0,52.9,66.8,80.7,63.4,0.21,17.3
4/16/23,0,52,70.1,88.1,56.8,1.73,25.07
4/17/23,0,42,56.4,70.8,40.4,0.24,18.51
4/18/23,0,43.1,60.4,77.7,43.8,0.24,24.83
4/19/23,0.01,55,64.3,73.5,59.8,0.37,10.81
4/20/23,0,63.3,73.6,83.9,62.6,0.94,22.73
4/21/23,1.42,63.2,70.1,77,66.1,0.4,7.78
4/22/23,0,50.7,61.7,72.8,58.5,0.25,7.79
4/23/23,0,51.1,64.1,77.2,47.3,0.72,22.73
4/24/23,0.24,47,52.7,58.4,46.7,0.8,5.94
4/25/23,0,48.5,58.3,68.2,47.6,1.15,12.21
4/26/23,0.32,54.8,62.5,70.2,54.3,1.19,9.44
4/27/23,2.11,54.9,65.8,76.8,59.3,0.35,10.36
4/28/23,0,48.9,60.7,72.4,55.9,0.22,11.65
4/29/23,0.73,50.7,64.9,79.1,58.2,0.24,16.41
4/30/23,0,47,56,64.9,51,0.28,7.71
5/1/23,0,49.1,66.5,83.8,52.5,0.33,27.11
5/2/23,0,50.4,65,79.6,46.5,0.34,25.82
5/3/23,0,53.2,67.2,81.1,56.1,0.29,21.73
5/4/23,0,56.9,69.3,81.7,54,0.63,23.58
5/5/23,1.08,59.7,70.1,80.5,62.8,0.38,19.06
5/6/23,0.24,64.4,77.2,89.9,70.8,0.36,20.17
5/7/23,0.02,65.7,76.3,86.9,70.5,0.75,14.86
5/8/23,0,70.3,76.5,82.7,70.8,0.56,13.4
5/9/23,0.06,63.7,73.3,83,68.3,0.45,10.54
5/10/23,0.2,65.5,73,80.5,67.6,0.32,9.62
5/11/23,2.84,67.9,69.8,71.8,68,0.4,2.79
5/12/23,0,71.3,78.3,85.3,73.1,0.24,13.72
5/13/23,0.01,72.2,80.7,89.2,72.5,0.48,20.27
5/14/23,0.12,70,78.5,87,70.8,0.44,18.2
5/15/23,0.98,67.6,75.2,82.8,69.6,0.2,12.89
5/16/23,0.41,65.8,76.3,86.7,69.2,0.15,19.21
5/17/23,0.03,63.2,72.2,81.2,67.5,0.31,12.14
5/18/23,0,61.8,70,78.1,62.4,0.52,14.03
5/19/23,0,64.4,75.2,86,66.7,0.49,21.07
5/20/23,0,69.7,80.2,90.7,70.3,1.64,24.91
5/21/23,0,64.2,70.3,76.5,65.3,0.8,8.37
5/22/23,0,61.5,68.8,76.1,61.8,0.76,12.2
5/23/23,0,59.8,70.6,81.4,60.5,0.34,20.11
5/24/23,0,62.2,71.2,80.2,64.4,0.26,14.06
5/25/23,0,63.3,73.3,83.4,64.8,0.67,19.12
5/26/23,0,62.6,73.5,84.5,63.4,0.49,22.07
5/27/23,0,61.8,73.5,85.2,61.6,0.47,24.2
5/28/23,0,61.6,74.1,86.7,62,0.45,27.42
5/29/23,0,63.9,76,88,62.8,0.74,29.17
5/30/23,0.3,66.1,76.5,86.9,67.5,0.43,21.68
5/31/23,0.57,66.4,76.3,86.2,67.1,0.43,21.14
6/1/23,0.01,65.5,77.1,88.7,67.2,0.46,24.71
6/2/23,0,66.8,78.3,89.8,67.4,0.6,27.64
6/3/23,0,68.9,79.5,90.1,68.8,0.83,26.03
6/4/23,0.04,64.1,76.5,88.8,66.3,0.54,23.15
6/5/23,0.32,65.3,74.8,84.3,66.5,0.54,17.27
6/6/23,0.68,65.9,76,86,66.7,0.41,20.61
6/7/23,0,66.7,77,87.3,67.6,0.52,22.78
6/8/23,0.1,65,76.9,88.8,67.5,0.43,24.91
6/9/23,0.03,65.5,77.8,90.1,67.3,0.38,26.25
6/10/23,0,67.8,79.9,92,69.8,0.65,28.43
6/11/23,1.11,64.5,77.5,90.5,68.6,0.31,20.61
6/12/23,0,66.8,78.4,89.9,73.4,0.34,18.5
6/13/23,0,73.2,81.6,90,73.9,0.54,18.55
6/14/23,0,74.3,82.7,91.1,73.6,0.99,22.35
6/15/23,0,75.7,83.2,90.8,76,0.62,18.99
6/16/23,1,70.1,81.9,93.8,76.7,0.96,22
6/17/23,0,69.2,81.7,94.3,76.9,0.36,22.92
6/18/23,0,78.8,86.5,94.2,79.1,1.59,21
6/19/23,0,77.6,85.9,94.2,77.8,1,20.59
6/20/23,0.26,78.9,87.6,96.2,78.7,1.36,25.11
6/21/23,0.02,79.5,86.7,94,78.5,2.09,20.77
6/22/23,0,76.3,84.8,93.4,75.9,2.27,20.86
6/23/23,0,75.6,83.2,90.8,73.3,3.2,20.42
6/24/23,0.11,71.6,81.3,90.9,72,1.24,20.4
6/25/23,0,75.1,85.2,95.3,76,1,27.79
6/26/23,0,75.6,85.3,95,77.4,0.34,23.67
6/27/23,0,75.2,85.2,95.1,76.1,0.63,25.97
6/28/23,0,76.3,87.3,98.4,76,0.96,33.79
6/29/23,0,76.3,86.6,96.9,75.2,1.01,32.46
6/30/23,0,74.6,86.1,97.6,74.7,0.8,33.92
7/1/23,0,76.2,86,95.8,75.5,1.04,29.53
7/2/23,0,74.7,85.5,96.3,73.6,0.67,34.15
7/3/23,0,76.3,84.2,92,74.8,1.56,24.21
7/4/23,0.04,75.6,84.2,92.8,74,1.91,23.59
7/5/23,0,73.5,83.8,94.2,74.5,0.16,28.41
7/6/23,0,72.8,83.1,93.4,75.2,0.29,25.29
7/7/23,0.51,70.4,82.3,94.1,73.9,0.19,26.94
7/8/23,0,74.2,83.6,93,73.2,1.21,25.35
7/9/23,0.02,73.7,84.2,94.7,74.1,0.8,27.45
7/10/23,0,79,86.2,93.4,76.8,1.88,22.91
7/11/23,0,79.2,87.5,95.9,76.7,2.46,28.67
7/12/23,0,79.9,87.1,94.2,77.1,3.16,24.42
7/13/23,0,75,85.5,95.9,77.2,0.02,26.46
7/14/23,0,76.6,87.7,98.9,76.5,0.6,34.54
7/15/23,0,76.1,87.4,98.7,75.7,0.6,35.39
7/16/23,0,77.6,88.6,99.6,75.6,1.48,38.91
7/17/23,0.08,72.2,82.8,93.4,73.6,1.44,22.6
7/18/23,0,74.3,87.1,99.9,73.4,1.38,38.81
7/19/23,0,74,87.8,101.6,74,0.11,42.99
7/20/23,0,74.1,87.3,100.4,73.3,0.27,42.54
7/21/23,0,71.4,85.4,99.5,72.4,0.16,40.7
7/22/23,0,74.7,87,99.4,71.8,1.89,42.28
7/23/23,0.03,73.1,84.9,96.7,73.8,1.22,31.47
7/24/23,0,66.6,81.4,96.2,65.9,0.72,40.75
7/25/23,0,71.1,85.4,99.7,66.8,1.49,47.23
7/26/23,0,73.2,86.3,99.5,71.1,0.95,43.02
7/27/23,0,72.2,85.5,98.9,69.6,0.65,42.81
7/28/23,0,71.8,85.2,98.7,69.4,0.82,42.03
7/29/23,0,72.2,85.5,98.8,69.7,1.4,42.28
7/30/23,0,71.8,85.8,99.8,69.4,0.87,44.77
7/31/23,0,73.6,87.9,102.2,69.6,1.9,49.17
8/1/23,0,74.8,88.3,101.9,70.7,2.97,46.8
8/2/23,0,75.6,88.8,102.1,72.9,1.62,43.8
8/3/23,0,76.6,90.4,104.1,71,2.75,51.06
8/4/23,0,77,90.2,103.5,72.5,1.93,48.99
8/5/23,0,77.5,90.3,103,72.5,2.18,49.12
8/6/23,0,77.2,90,102.8,72.7,2.55,47.58
8/7/23,0,77.5,89.7,101.8,72.4,3.38,45.72
8/8/23,0,79.1,90.7,102.3,73.5,3.82,46.37
8/9/23,0,77.3,89.3,101.4,72.9,2,45.28
8/10/23,0,78.7,91.4,104,73.2,2.71,52.43
8/11/23,0,78.2,91.7,105.3,73.4,1.85,54.46
8/12/23,0,77.2,91.1,104.9,73.6,0.91,52.69
8/13/23,0,76.8,90.7,104.7,74.1,0.78,52.06
8/14/23,0,77,90.9,104.9,71.8,1.03,55.2
8/15/23,0,77.6,91.1,104.6,68.9,3.77,56.22
8/16/23,0,63,80.1,97.3,59.3,2.25,45.65
8/17/23,0,64.5,80.5,96.4,59,3.05,44.06
8/18/23,0,67.9,86.3,104.8,64.2,1.88,59.92
8/19/23,0,73,89.1,105.2,67.5,1.48,56.53
8/20/23,0,74.7,90.3,105.9,70.3,2.68,56.6
8/21/23,0,76.6,92,107.4,65.3,5.26,64.4
8/22/23,0,76.3,90.1,103.9,70,2.54,53.53
8/23/23,0,75.3,89.4,103.6,69,2.85,53.62
8/24/23,0,75.7,89.8,103.9,70.9,2.29,51.11
8/25/23,0,76.4,91.9,107.4,69.3,3.95,62.25
8/26/23,0,75.8,90.8,105.8,70.6,2.8,57.33
8/27/23,0,74.8,90.2,105.6,67.6,2.33,58.17
8/28/23,0.26,72.9,90.5,108,69.2,0.66,64.94
8/29/23,0,72.2,81.5,90.8,71.7,0.75,24.21
8/30/23,0,62.9,78.6,94.4,61.4,1.3,39.65
8/31/23,0,63.4,79.2,95,61.8,0.67,39.97
9/1/23,0,66.1,80.3,94.6,62,2.68,37.24
9/2/23,0,63,79.8,96.7,53.4,3.48,49.53
9/3/23,0,64,81.5,99,62.2,1.91,50.14
9/4/23,0.02,72.2,85,97.8,71.2,0.69,38.76
9/5/23,0.48,73.4,81.2,89,74.1,0.33,17.57
9/6/23,0.04,76,86,96,74.7,0.84,29.81
9/7/23,0,76,88.1,100.1,73.5,1.15,40.89
9/8/23,0,75.9,90,104,71.3,2.41,52.25
9/9/23,0.45,70.5,84.2,98,68.6,0.83,38.08
9/10/23,0,63.6,76.9,90.2,65.2,0.82,26.06
9/11/23,0.03,62.1,76,89.8,58.8,1.05,34.23
9/12/23,0,62.2,75.7,89.3,62,1.22,30.39
9/13/23,0.11,69,79.9,90.8,67.2,2,29.04
9/14/23,0.2,71,75.4,79.7,70.5,0.76,8.27
9/15/23,1.43,70.5,73.3,76.2,71.4,0.67,3.74
9/16/23,0.06,69,75.9,82.8,70.4,0.46,12.14
9/17/23,0,64.8,75.8,86.8,66,0.46,22.4
9/18/23,0,60.4,75.4,90.5,60.7,0.57,33.33
9/19/23,0,60.3,75.9,91.4,58.1,0.78,36.36
9/20/23,0,60.3,76.1,92,61.4,0.81,36.35
9/21/23,0,68.5,79.9,91.3,66.6,0.99,30.09
9/22/23,0.02,69.4,81.3,93.3,70,0.65,29.78
9/23/23,0.01,71.9,83.1,94.2,71.5,0.71,30.16
9/24/23,0.08,72.5,84,95.4,72.2,0.93,32.05
9/25/23,2.25,69.8,79.5,89.1,73.4,0.35,17.37
9/26/23,0,70.2,79.6,89,72,0.38,19.93
9/27/23,0,68.5,79.5,90.5,70,0.53,24.56
9/28/23,0,68.6,80.8,93,69.3,0.5,29.56
9/29/23,0,67.3,80.4,93.4,68.6,0.52,30.72
9/30/23,0,66.9,79,91.1,67.6,0.62,27.44
10/1/23,0,63.3,77.7,92.2,63,0.58,33.37
10/2/23,0,63.1,77,91,62.3,0.96,32.83
10/3/23,0,61.8,75.4,89.1,60.4,0.68,30.37
10/4/23,0.12,62.9,74.8,86.7,69.8,0.6,20.25
10/5/23,1.61,70,76.8,83.5,73.3,0.32,7.77
10/6/23,0.03,64.1,70.5,76.9,66.8,0.39,8.85
10/7/23,0,62.4,72.7,82.9,59.5,0.74,21.64
10/8/23,0,45.1,57.5,70,44.9,0.26,16.62
10/9/23,0,45.2,60.1,74.9,45.9,0.26,21.46
10/10/23,0,49.2,66.7,84.2,54.7,0.24,26.05
10/11/23,0.12,58.9,70.2,81.5,62.1,0.64,18.83
10/12/23,0.04,57.8,63.6,69.3,58.9,0.41,7.33
10/13/23,0,59.3,66.8,74.4,61.1,0.27,9.07
10/14/23,0,56.5,70.4,84.2,61.4,0.46,14.09
10/15/23,0,48.7,59.3,69.8,46,0.75,14.61
10/16/23,0,46.8,56.4,66.1,45.8,1.03,11.19
10/17/23,0,39.7,52.5,65.4,41.8,0.25,12.58
10/18/23,0,40,56.3,72.6,45.3,0.24,17.54
10/19/23,0,44,61.8,79.6,54.1,0.15,21.51
10/20/23,0,51.5,67.4,83.3,58.5,0.14,20.87
10/21/23,0,50.9,70.7,90.6,52.6,0.21,37.46
10/22/23,0,50,68.8,87.6,58.5,0.19,30.1
10/23/23,0,61.3,72.9,84.5,66.1,0.24,18.77
